Id	|	Name	|	Description	|	Power	|	Accuracy	|	PP
876	|	Hydro-Steam	|	Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.	|	80	|	100	|	15
877	|	Ruination	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	1	|	90	|	10
878	|	Collision-Course	|	Inflicts regular damage.  Raises the user's Defense by one stage.  User then charges for one turn before attacking.  This move cannot be selected by sleep talk.	|	100	|	100	|	5
879	|	Electro-Drift	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	100	|	100	|	5
880	|	Shed-Tail	|	Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.	|	0	|		|	10
881	|	Chilly-Reception	|	Raises the user's Special Defense by two stages.	|	0	|		|	10
882	|	Tidy-Up	|	Lowers the target's accuracy by one stage.	|	0	|		|	10
883	|	Snowscape	|	Heals the user for half its max HP.	|	0	|		|	10
884	|	Pounce	|	Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.  This move cannot be used while gravity is in effect.	|	50	|	100	|	20
885	|	Trailblaze	|	Paralyzes the target.	|	50	|	100	|	20
886	|	Chilling-Water	|	Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	50	|	100	|	20
887	|	Hyper-Drill	|	Poisons the target.	|	100	|	100	|	5
888	|	Twin-Beam	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	40	|	100	|	10
889	|	Rage-Fist	|	Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	50	|	100	|	10
890	|	Armor-Cannon	|	Puts the target to sleep.	|	120	|	100	|	5
891	|	Bitter-Blade	|	Inflicts regular damage.  User charges for one turn before attacking.  Critical hit chance is one level higher than normal.  Has a 30% chance to make the target flinch.  This move cannot be selected by sleep talk.	|	90	|	100	|	10
892	|	Double-Shock	|	User copies the target's species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IVs are copied for the purposes of hidden power, but stats are not recalculated.  choice band, choice scarf, and choice specs stay in effect, and the user must select a new move.  This move cannot be copied by mirror move, nor forced by encore.	|	120	|	100	|	5
893	|	Gigaton-Hammer	|	Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.	|	160	|	100	|	5
894	|	Comeuppance	|	Inflicts regular damage.  Has a 20% chance to confuse the target.	|	1	|	100	|	10
895	|	Aqua-Cutter	|	Puts the target to sleep.	|	70	|	100	|	20
896	|	Blazing-Torque	|	Lowers the target's accuracy by one stage.	|	80	|	100	|	10
897	|	Wicked-Torque	|	Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%.	|	80	|	100	|	10
898	|	Noxious-Torque	|	Does nothing.  This move cannot be used while gravity is in effect.	|	100	|	100	|	10
899	|	Combat-Torque	|	Raises the user's Defense by two stages.	|	100	|	100	|	10
900	|	Magical-Torque	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	100	|	100	|	10
901	|	Blood-Moon	|	User faints, even if the attack fails or misses.  Inflicts regular damage.	|	140	|	100	|	5
902	|	Matcha-Gotcha	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	80	|	90	|	15
903	|	Syrup-Bomb	|	Inflicts regular damage.  Hits twice in one turn.	|	60	|	85	|	10
904	|	Ivy-Cudgel	|	User falls to sleep and immediately regains all its HP.  If the user has another major status effect, sleep will replace it.  The user will always wake up after two turns, or one turn with early bird.  This move fails if the Pokémon cannot fall asleep due to uproar, insomnia, or vital spirit.  It also fails if the Pokémon is at full health or is already asleep.	|	100	|	100	|	10
905	|	Electro-Shot	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	130	|	100	|	10
906	|	Tera-Starstorm	|	Inflicts regular damage.  Has a 10% chance to make the target flinch.	|	120	|	100	|	5
907	|	Fickle-Beam	|	Raises the user's Attack by one stage.	|	80	|	100	|	5
908	|	Burning-Bulwark	|	User's type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail.	|	0	|	0	|	10
909	|	Thunderclap	|	Inflicts regular damage.  Has a 20% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur.	|	70	|	100	|	5
910	|	Mighty-Cleave	|	Inflicts typeless damage equal to half the target's remaining HP.	|	95	|	100	|	5
911	|	Tachyon-Cutter	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	50	|	0	|	10
912	|	Hard-Press	|	Transfers 1/4 the user's max HP into a doll that absorbs damage and causes most negative move effects to fail.  If the user leaves the field, the doll will vanish.  If the user cannot pay the HP cost, this move will fail.  The doll takes damage as normal, using the user's stats and types, and will break when its HP reaches zero.  Self-inflicted damage from confusion or recoil is not absorbed.  Healing effects from opponents ignore the doll and heal the user as normal.  Moves that work based on the user's HP still do so; the doll's HP does not influence any move.  The doll will block major status effects, confusion, and flinching.  The effects of smelling salts and wake up slap do not trigger against a doll, even if the Pokémon behind the doll has the appropriate major status effect.  Multi-turn trapping moves like wrap will hit the doll for their regular damage, but the multi-turn trapping and damage effects will not activate.  Moves blocked or damage absorbed by the doll do not count as hitting the user or inflicting damage for any effects that respond to such, e.g., avalanche, counter, or a rowap berry.  magic coat still works as normal, even against moves the doll would block.  Opposing Pokémon that damage the doll with a leech move like absorb are healed as normal.  It will also block acupressure, block, the curse effect of curse, dream eater, embargo, flatter, gastro acid, grudge, heal block, leech seed, lock on, mean look, mimic, mind reader, nightmare, pain split, psycho shift, spider web, sketch, swagger, switcheroo, trick, worry seed, and yawn.  A Pokémon affected by yawn before summoning the doll will still fall to sleep.  The doll blocks intimidate, but all other abilities act as though the doll did not exist.  If the user has an ability that absorbs moves of a certain type for HP (such as volt absorb absorbing thunder wave), such moves will not be blocked.  life orb and berries that cause confusion still work as normal, but their respective HP loss and confusion are absorbed/blocked by the doll.  The user is still vulnerable to damage inflicted when entering or leaving the field, such as by pursuit or spikes; however, the doll will block the poison effect of toxic spikes.  The doll is passed on by baton pass.  It keeps its existing HP, but uses the replacement Pokémon's stats and types for damage calculation.  All other effects work as normal.	|	0	|	100	|	10
913	|	Dragon-Cheer	|	Inflicts typeless regular damage.  User takes 1/4 its max HP in recoil.  Ignores accuracy and evasion modifiers.  This move is used automatically when a Pokémon cannot use any other move legally, e.g., due to having no PP remaining or being under the effect of both encore and torment at the same time.  This move's recoil is not treated as recoil for the purposes of anything that affects recoil, such as the ability rock head.  It also is not prevented by magic guard.  This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist or metronome, nor forced by encore.	|	0	|	0	|	15
914	|	Alluring-Voice	|	Permanently replaces itself with the target's last used move.  If that move is chatter or struggle, this move will fail.  This move cannot be copied by mimic or mirror move, nor selected by assist or metronome, nor forced by encore.	|	80	|	100	|	10
915	|	Temper-Flare	|	Inflicts regular damage.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate accuracy check, and this move stops if a hit misses.  skill link does not apply.	|	75	|	100	|	10
916	|	Supercell-Slam	|	Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.  Pokémon with sticky hold or multitype are immune to the item theft effect.  The target cannot recover its item with recycle.  This move cannot be selected by assist or metronome.	|	100	|	95	|	15
917	|	Psychic-Noise	|	The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.  The target may still escape by using baton pass, u turn, or a shed shell.  Both the user and the target pass on this effect with baton pass.	|	75	|	100	|	10
918	|	Upper-Hand	|	If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.  One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.  If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.  This effect is passed on by baton pass.	|	65	|	100	|	15
919	|	Malignant-Chain	|	Only works on sleeping Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends.	|	100	|	100	|	5
